綜合其他,#genre#
CBSN HD,http://66.103.204.107:5050/smart.php?id=cbsn_glo&token=885252
France 24,http://66.103.204.107:5050/smart.php?id=france24_twn&token=885252
DW (Deutsch),http://66.103.204.107:5050/smart.php?id=dw_twn&token=885252
NHK World,http://66.103.204.107:5050/smart.php?id=nhkworld_japan&token=885252
Fox News,http://66.103.204.107:5050/smart.php?id=foxnews_twn&token=885252
CGTN,http://66.103.204.107:5050/smart.php?id=CGTN&token=885252
CNN International,http://66.103.204.107:5050/smart.php?id=Cnn&token=885252
CNN backup,http://66.103.204.107:5050/smart.php?id=cnn_twn&token=885252
CNBC,http://66.103.204.107:5050/smart.php?id=cnbc_twn&token=885252
CNA,http://66.103.204.107:5050/smart.php?id=cna&token=885252
BBC World News,http://66.103.204.107:5050/smart.php?id=bbcnews_twn&token=885252
BBC World News,http://66.103.204.107:5050/smart.php?id=Bbcnews&token=885252
Bloomberg News,http://66.103.204.107:5050/smart.php?id=bloomberg_twn&token=885252
Al-Jazeera,http://66.103.204.107:5050/smart.php?id=aljazeera_twn&token=885252
GPT-儿童,#genre#
Baby TV Eng,http://66.103.204.107:5050/smart.php?id=Babytv&token=885252
CBeebies,http://66.103.204.107:5050/smart.php?id=Cbeebies&token=885252
Kids TV,http://66.103.204.107:5050/smart.php?id=KidsTV&token=885252
Momo TV,http://66.103.204.107:5050/smart.php?id=momo1_twn&token=885252
Animax,http://66.103.204.107:5050/smart.php?id=Animax&token=885252
Baby TV,http://66.103.204.107:5050/smart.php?id=babytv_twn&token=885252
MiaoMi,http://66.103.204.107:5050/smart.php?id=MiaoMi&token=885252
靖天卡通,http://66.103.204.107:5050/smart.php?id=jingtiancartoon_twn&token=885252
东森幼幼,http://66.103.204.107:5050/smart.php?id=yoyo_twn&token=885252
Cartoon Network,http://66.103.204.107:5050/smart.php?id=Cn&token=885252
Nickelodeon,http://66.103.204.107:5050/smart.php?id=Nickelodeon&token=885252
Nick Jr,http://66.103.204.107:5050/smart.php?id=Nickjr&token=885252
GPT-体育,#genre#
Astro Premier League 1,http://66.103.204.107:5050/smart.php?id=go_assp1&token=885252
Astro EPL 1 backup,http://66.103.204.107:5050/smart.php?id=go_assp1x&token=885252
Astro Premier League 2,http://66.103.204.107:5050/smart.php?id=go_assp2&token=885252
Astro Grandstand,http://66.103.204.107:5050/smart.php?id=go_assp3&token=885252
Astro Football,http://66.103.204.107:5050/smart.php?id=go_assp4&token=885252
Astro Sports Plus,http://66.103.204.107:5050/smart.php?id=go_sportsplus&token=885252
Astro Badminton 1,http://66.103.204.107:5050/smart.php?id=go_badminton1&token=885252
Astro Badminton 2,http://66.103.204.107:5050/smart.php?id=go_badminton2&token=885252
Astro W-Sports,http://66.103.204.107:5050/smart.php?id=go_assp5&token=885252
Supersports 1,http://66.103.204.107:5050/smart.php?id=Assp1&token=885252
Supersports 2,http://66.103.204.107:5050/smart.php?id=Assp2&token=885252
Supersports 3,http://66.103.204.107:5050/smart.php?id=Assp3&token=885252
Supersports 4,http://66.103.204.107:5050/smart.php?id=Assp4&token=885252
WWE,http://66.103.204.107:5050/smart.php?id=Wwe&token=885252
Fight Sports,http://66.103.204.107:5050/smart.php?id=Fs&token=885252
NBA TV,http://66.103.204.107:5050/smart.php?id=Nba&token=885252
Astro Cricket,http://66.103.204.107:5050/smart.php?id=Acricket&token=885252
Astro Golf,http://66.103.204.107:5050/smart.php?id=Agolf&token=885252
Tnt Sports 1,http://66.103.204.107:5050/smart.php?id=6fac0aaead&token=885252
TNT Sports 2,http://66.103.204.107:5050/smart.php?id=d9a76a79cc&token=885252
TNT Sports 3,http://66.103.204.107:5050/smart.php?id=5fea4d73db&token=885252
TNT Sports 4,http://66.103.204.107:5050/smart.php?id=tntsport4&token=885252
Sony Ten 1,http://66.103.204.107:5050/smart.php?id=ten1_raj&token=885252
Sony Ten 2,http://66.103.204.107:5050/smart.php?id=ten2_raj&token=885252
Sony Ten 3,http://66.103.204.107:5050/smart.php?id=ten3_raj&token=885252
SPOTV 1 HD,http://66.103.204.107:5050/smart.php?id=go_spotv&token=885252
SPO TV 2,http://66.103.204.107:5050/smart.php?id=go_spotv2&token=885252
Skysports F1,http://66.103.204.107:5050/smart.php?id=tiankongf1&token=885252
Skysports Cricket,http://66.103.204.107:5050/smart.php?id=tiankongcricket&token=885252
Skysports EPL,http://66.103.204.107:5050/smart.php?id=tiankongepl&token=885252
Skysports Main Event,http://66.103.204.107:5050/smart.php?id=tiankongmain&token=885252
Skysports News,http://66.103.204.107:5050/smart.php?id=tiankongnews&token=885252
Skysports Mix,http://66.103.204.107:5050/smart.php?id=tiankongmix&token=885252
CCTV-5 体育频道,http://66.103.204.107:5050/smart.php?id=cctv5&token=885252
CCTV-5+ 体育赛事 HD,http://66.103.204.107:5050/smart.php?id=cctv5plus&token=885252
爱尔达体育2台,http://66.103.204.107:5050/smart.php?id=eltasport2_twn&token=885252
爱尔达体育3台,http://66.103.204.107:5050/smart.php?id=eltasport3_twn&token=885252
Rugby Pass TV,http://66.103.204.107:5050/smart.php?id=Rugbypasstv&token=885252
RTM Sports HD,http://66.103.204.107:5050/smart.php?id=Rtmsport&token=885252
Arena,http://66.103.204.107:5050/smart.php?id=Arena&token=885252
Arena 2,http://66.103.204.107:5050/smart.php?id=Arena2&token=885252
BolaArena 1,http://66.103.204.107:5050/smart.php?id=Bolaarena1&token=885252
BolaArena 2,http://66.103.204.107:5050/smart.php?id=Bolaarena2&token=885252
Astro Beinsports 1,http://66.103.204.107:5050/smart.php?id=Astrobein1&token=885252
Astro Beinsports 2,http://66.103.204.107:5050/smart.php?id=Astrobein2&token=885252
Astro Beinsports 3,http://66.103.204.107:5050/smart.php?id=Astrobein3&token=885252
GPT-新加坡,#genre#
Channel 5,http://66.103.204.107:5050/smart.php?id=Channel5HD&token=885252
Channel 8,http://66.103.204.107:5050/smart.php?id=Channel8HD&token=885252
Suria,http://66.103.204.107:5050/smart.php?id=Suria&token=885252
Channel U,http://66.103.204.107:5050/smart.php?id=ChannelU&token=885252
Vasantham,http://66.103.204.107:5050/smart.php?id=Vasantham&token=885252
CNA,http://66.103.204.107:5050/smart.php?id=cna&token=885252
CNA backup,http://66.103.204.107:5050/smart.php?id=cna_twn&token=885252
MeWatch Ch 5,http://66.103.204.107:5050/smart.php?id=Mewatch_ch5&token=885252
MeWatch Ch 8,http://66.103.204.107:5050/smart.php?id=Mewatch_ch8&token=885252
MeWatch Ch U,http://66.103.204.107:5050/smart.php?id=Mewatch_chU&token=885252
MeWatch Suria,http://66.103.204.107:5050/smart.php?id=Mewatch_Suria&token=885252
MeWatch Vasantham,http://66.103.204.107:5050/smart.php?id=Mewatch_Vasantham&token=885252
MeWatch CNA,http://66.103.204.107:5050/smart.php?id=Mewatch_cna&token=885252
GPT-马来西亚,#genre#
TV1,http://66.103.204.107:5050/smart.php?id=TV1&token=885252
TV1 backup,http://66.103.204.107:5050/smart.php?id=TV1_backup&token=885252
TV2,http://66.103.204.107:5050/smart.php?id=TV2&token=885252
TV3,http://66.103.204.107:5050/smart.php?id=TV3&token=885252
TV3 SD,http://66.103.204.107:5050/smart.php?id=TV3_mega&token=885252
NTV7,http://66.103.204.107:5050/smart.php?id=NTV7&token=885252
TV8,http://66.103.204.107:5050/smart.php?id=TV8&token=885252
TV9,http://66.103.204.107:5050/smart.php?id=TV9&token=885252
Ria,http://66.103.204.107:5050/smart.php?id=Ria-0&token=885252
Ria-3,http://66.103.204.107:5050/smart.php?id=Ria_backup&token=885252
Al-Hijrah,http://66.103.204.107:5050/smart.php?id=Alhijrah&token=885252
Al-Hijrah backup,http://66.103.204.107:5050/smart.php?id=Alhijrah_backup&token=885252
Awani,http://66.103.204.107:5050/smart.php?id=Awani&token=885252
Bernama,http://66.103.204.107:5050/smart.php?id=Bernama&token=885252
Prima,http://66.103.204.107:5050/smart.php?id=Prima-0&token=885252
Prima backup,http://66.103.204.107:5050/smart.php?id=AAprima1&token=885252
Prima backup 2,http://66.103.204.107:5050/smart.php?id=AAprima&token=885252
Ceria,http://66.103.204.107:5050/smart.php?id=Ceria&token=885252
Astro MTV,http://66.103.204.107:5050/smart.php?id=AstroMTV&token=885252
Mecca Live HD,http://66.103.204.107:5050/smart.php?id=quran_mido&token=885252
Madinah HD,http://66.103.204.107:5050/smart.php?id=sunnah_mido&token=885252
Oasis,http://66.103.204.107:5050/smart.php?id=Oasis&token=885252
HBO HD,http://66.103.204.107:5050/smart.php?id=Hbo&token=885252
HBO Signature,http://66.103.204.107:5050/smart.php?id=Hbosignature&token=885252
HBO Hits,http://66.103.204.107:5050/smart.php?id=Hbohitshd&token=885252
NatGeo Wild HD,http://66.103.204.107:5050/smart.php?id=Natgeowild&token=885252
Cartoon Network,http://66.103.204.107:5050/smart.php?id=Cn&token=885252
Nickelodeon,http://66.103.204.107:5050/smart.php?id=Nickelodeon&token=885252
Nick Jr,http://66.103.204.107:5050/smart.php?id=Nickjr&token=885252
Dreamworks,http://66.103.204.107:5050/smart.php?id=Dreamworks&token=885252
Siar,http://66.103.204.107:5050/smart.php?id=Siar&token=885252
Citra,http://66.103.204.107:5050/smart.php?id=AAcitra&token=885252
Citra backup,http://66.103.204.107:5050/smart.php?id=AAcitra1&token=885252
Sensasi,http://66.103.204.107:5050/smart.php?id=Sensasi&token=885252
Aura,http://66.103.204.107:5050/smart.php?id=Aura&token=885252
Rania,http://66.103.204.107:5050/smart.php?id=Rania&token=885252
KBS World,http://66.103.204.107:5050/smart.php?id=KBS&token=885252
Boo,http://66.103.204.107:5050/smart.php?id=Boo&token=885252
Awesome TV,http://66.103.204.107:5050/smart.php?id=Dsangat&token=885252
Astro Sonypix,http://66.103.204.107:5050/smart.php?id=Asonypix&token=885252
Sony HD,http://66.103.204.107:5050/smart.php?id=SetOne&token=885252
TvN,http://66.103.204.107:5050/smart.php?id=TVN&token=885252
AEC,http://66.103.204.107:5050/smart.php?id=AEC&token=885252
华丽台 HD （Wah Lai Toi）,http://66.103.204.107:5050/smart.php?id=Wlt&token=885252
欢喜台 HD （Hua Hee Tai）,http://66.103.204.107:5050/smart.php?id=Huahee&token=885252
Astro QJ,http://66.103.204.107:5050/smart.php?id=Quanjia&token=885252
TVB Jade,http://66.103.204.107:5050/smart.php?id=Tvbjade&token=885252
TVB Asia,http://66.103.204.107:5050/smart.php?id=Tvbasia&token=885252
TVB Entertainment,http://66.103.204.107:5050/smart.php?id=Tvbentertainment&token=885252
TVB Classic,http://66.103.204.107:5050/smart.php?id=Tvbclassic&token=885252
AOD,http://66.103.204.107:5050/smart.php?id=Aodhd&token=885252
One,http://66.103.204.107:5050/smart.php?id=One&token=885252
TVB 星河台 Xing He,http://66.103.204.107:5050/smart.php?id=Xinhe&token=885252
爱奇艺 iQiyi,http://66.103.204.107:5050/smart.php?id=Qiyi&token=885252
Animal Planet (Eng),http://66.103.204.107:5050/smart.php?id=AnimalPlanet&token=885252
tvN Movie,http://66.103.204.107:5050/smart.php?id=Tvnmovie&token=885252
CNN backup,http://66.103.204.107:5050/smart.php?id=cnn_twn&token=885252
Celestial Classic,http://66.103.204.107:5050/smart.php?id=Celestial2&token=885252
CNBC,http://66.103.204.107:5050/smart.php?id=cnbc_twn&token=885252
TLC,http://66.103.204.107:5050/smart.php?id=Tlc&token=885252
CNA,http://66.103.204.107:5050/smart.php?id=cna&token=885252
BBC World News,http://66.103.204.107:5050/smart.php?id=bbcnews_twn&token=885252
Foodnetwork Hd,http://66.103.204.107:5050/smart.php?id=Foodnetwork&token=885252
HGTV,http://66.103.204.107:5050/smart.php?id=HGTV&token=885252
Goshop,http://66.103.204.107:5050/smart.php?id=Goshop&token=885252
Celestial Movies HD,http://66.103.204.107:5050/smart.php?id=Celestial&token=885252
Axn HD,http://66.103.204.107:5050/smart.php?id=Axn&token=885252
Paramount Network,http://66.103.204.107:5050/smart.php?id=Paramountnetwork&token=885252
Astrol Kplus,http://66.103.204.107:5050/smart.php?id=Kplus&token=885252
AFC 亚洲旅游台,http://66.103.204.107:5050/smart.php?id=asiatravel_twn&token=885252
Rock Actions,http://66.103.204.107:5050/smart.php?id=Rockaction&token=885252
Bloomberg News,http://66.103.204.107:5050/smart.php?id=bloomberg_twn&token=885252
Al-Jazeera,http://66.103.204.107:5050/smart.php?id=aljazeera_twn&token=885252
Rock Entertainment,http://66.103.204.107:5050/smart.php?id=Rockentertain&token=885252
RTM Sports HD,http://66.103.204.107:5050/smart.php?id=Rtmsport&token=885252
Arena,http://66.103.204.107:5050/smart.php?id=Arena&token=885252
Arena 2,http://66.103.204.107:5050/smart.php?id=Arena2&token=885252
BolaArena 1,http://66.103.204.107:5050/smart.php?id=Bolaarena1&token=885252
BolaArena 2,http://66.103.204.107:5050/smart.php?id=Bolaarena2&token=885252
Astro LOL,http://66.103.204.107:5050/smart.php?id=Astro_lol&token=885252
Astro Rusi,http://66.103.204.107:5050/smart.php?id=Rusi&token=885252
WION,http://66.103.204.107:5050/smart.php?id=Wion&token=885252
RTM Asean,http://66.103.204.107:5050/smart.php?id=Rtmasean&token=885252
GPT-印尼,#genre#
TVRI National,http://66.103.204.107:5050/smart.php?id=TVRI&token=885252
RCTI,http://66.103.204.107:5050/smart.php?id=Rcti&token=885252
Kompass TV,http://66.103.204.107:5050/smart.php?id=Kompass&token=885252
Berita Satu,http://66.103.204.107:5050/smart.php?id=BeritaSatu_eko&token=885252
Indosiar HD,http://66.103.204.107:5050/smart.php?id=Indosiar&token=885252
AnTV,http://66.103.204.107:5050/smart.php?id=Antv&token=885252
MNC TV,http://66.103.204.107:5050/smart.php?id=Mnctv&token=885252
Trans 7,http://66.103.204.107:5050/smart.php?id=Trans7_eko&token=885252
Transtv,http://66.103.204.107:5050/smart.php?id=Transtv&token=885252
JTV,http://66.103.204.107:5050/smart.php?id=JTV_eko&token=885252
Metro TV,http://66.103.204.107:5050/smart.php?id=metrotv_eko&token=885252
Cinemax,http://66.103.204.107:5050/smart.php?id=Cinemax&token=885252
SCTV,http://66.103.204.107:5050/smart.php?id=SCTV&token=885252
Tvone,http://66.103.204.107:5050/smart.php?id=Tvone&token=885252
TVMU,http://66.103.204.107:5050/smart.php?id=TVMU_eko&token=885252
GTV,http://66.103.204.107:5050/smart.php?id=Gtv&token=885252
RTV,http://66.103.204.107:5050/smart.php?id=Rtv&token=885252
Jak TV,http://66.103.204.107:5050/smart.php?id=JakTV&token=885252
iNews TV,http://66.103.204.107:5050/smart.php?id=Inewstv&token=885252
Daai TV,http://66.103.204.107:5050/smart.php?id=DaaiTV&token=885252
Net TV,http://66.103.204.107:5050/smart.php?id=NetTV&token=885252
Animax,http://66.103.204.107:5050/smart.php?id=Animax&token=885252
EWTN,http://66.103.204.107:5050/smart.php?id=Ewtn&token=885252
AlQuran AlKareem,http://66.103.204.107:5050/smart.php?id=AlQuran&token=885252
Tawaf TV,http://66.103.204.107:5050/smart.php?id=TawafTV&token=885252
Vision Prime,http://66.103.204.107:5050/smart.php?id=VisionPrime&token=885252
Muslim TV,http://66.103.204.107:5050/smart.php?id=MuslimTV&token=885252
Music TV,http://66.103.204.107:5050/smart.php?id=MusicTV&token=885252
Lifestyle&Fashion,http://66.103.204.107:5050/smart.php?id=Lifestyle&token=885252
Entertain,http://66.103.204.107:5050/smart.php?id=Entertain&token=885252
Hits,http://66.103.204.107:5050/smart.php?id=Hits&token=885252
Warner TV,http://66.103.204.107:5050/smart.php?id=WarnerTV&token=885252
SCM,http://66.103.204.107:5050/smart.php?id=Weishimovie&token=885252
Thrill,http://66.103.204.107:5050/smart.php?id=Thrill&token=885252
Fight Sports,http://66.103.204.107:5050/smart.php?id=Fs&token=885252
Hits Movie,http://66.103.204.107:5050/smart.php?id=Hitsmovie&token=885252
One,http://66.103.204.107:5050/smart.php?id=One&token=885252
tvN Movie,http://66.103.204.107:5050/smart.php?id=Tvnmovie&token=885252
Celestial Movies HD,http://66.103.204.107:5050/smart.php?id=Celestialindo&token=885252
Rock Actions,http://66.103.204.107:5050/smart.php?id=Rockaction&token=885252
Rock Entertainment,http://66.103.204.107:5050/smart.php?id=Rockentertain&token=885252
GPT-印度,#genre#
Sun TV HD,http://66.103.204.107:5050/smart.php?id=Suntv&token=885252
Star Vijay,http://66.103.204.107:5050/smart.php?id=Starvijay&token=885252
Colors Tamil,http://66.103.204.107:5050/smart.php?id=Colorstam&token=885252
Sun Music,http://66.103.204.107:5050/smart.php?id=Sunmusic&token=885252
Astro Sunlife,http://66.103.204.107:5050/smart.php?id=Sunlife&token=885252
Astro Vaanavil,http://66.103.204.107:5050/smart.php?id=Vaanavil&token=885252
Zee Tamil,http://66.103.204.107:5050/smart.php?id=Zeetamil&token=885252
Zee Business,http://66.103.204.107:5050/smart.php?id=Zeebusiness&token=885252
News 18 Tamil,http://66.103.204.107:5050/smart.php?id=news18tamil_raj&token=885252
Adithya,http://66.103.204.107:5050/smart.php?id=Adithya&token=885252
Makkal TV,http://66.103.204.107:5050/smart.php?id=Makkaltv&token=885252
Zee Action,http://66.103.204.107:5050/smart.php?id=Zeeaction&token=885252
Astro KTV,http://66.103.204.107:5050/smart.php?id=Astroktv&token=885252
Zee TV HD,http://66.103.204.107:5050/smart.php?id=Zeetvhd&token=885252
Zee Cinema HD,http://66.103.204.107:5050/smart.php?id=Zeecinemahd&token=885252
Color HD,http://66.103.204.107:5050/smart.php?id=Colorhd&token=885252
Starplus HD,http://66.103.204.107:5050/smart.php?id=Starplushd&token=885252
Picture HD,http://66.103.204.107:5050/smart.php?id=Npicture&token=885252
Zee News,http://66.103.204.107:5050/smart.php?id=Zeenews&token=885252
Asianet,http://66.103.204.107:5050/smart.php?id=asianet_raj&token=885252
Asianet News,http://66.103.204.107:5050/smart.php?id=asianetnews_raj&token=885252
Discovery World Tamil,http://66.103.204.107:5050/smart.php?id=discoveryworldtam_raj&token=885252
History Tamil,http://66.103.204.107:5050/smart.php?id=historytam_raj&token=885252
NatGeo Tamil,http://66.103.204.107:5050/smart.php?id=natgeotamil_raj&token=885252
Natgeo Wild Tamil,http://66.103.204.107:5050/smart.php?id=natgeowildtamil_raj&token=885252
Astro Sonypix,http://66.103.204.107:5050/smart.php?id=Asonypix&token=885252
Discovery Kids Tamil,http://66.103.204.107:5050/smart.php?id=discoverykidtamil_raj&token=885252
Discovery Tamil,http://66.103.204.107:5050/smart.php?id=discoverytamil_raj&token=885252
Sony Yay Tamil,http://66.103.204.107:5050/smart.php?id=sonyyaytam_raj&token=885252
Sun TV India,http://66.103.204.107:5050/smart.php?id=suntv_raj&token=885252
Starmaa HD,http://66.103.204.107:5050/smart.php?id=starmaa_raj&token=885252
Starmaa Movies HD,http://66.103.204.107:5050/smart.php?id=starmaamovies_raj&token=885252
Bollyone,http://66.103.204.107:5050/smart.php?id=Bollyone&token=885252
Astro Sunmusic,http://66.103.204.107:5050/smart.php?id=Sunmusic&token=885252
Vijay Super,http://66.103.204.107:5050/smart.php?id=vijaysuper_raj&token=885252
Vellithirai,http://66.103.204.107:5050/smart.php?id=Vellithirai&token=885252
GPT-泰国,#genre#
Channel 3 Thailand,http://66.103.204.107:5050/smart.php?id=ch3_pat&token=885252
Channel 5 Thailand,http://66.103.204.107:5050/smart.php?id=ch5_pat&token=885252
Channel 7 Thailand,http://66.103.204.107:5050/smart.php?id=ch7_pat&token=885252
MCOT HD Thailand-1,http://66.103.204.107:5050/smart.php?id=mcot_pat&token=885252
PPTV Thailand1,http://66.103.204.107:5050/smart.php?id=pptv_pat&token=885252
Thai Thai,http://66.103.204.107:5050/smart.php?id=thaithai_pat&token=885252
Amarin,http://66.103.204.107:5050/smart.php?id=amarin_pat&token=885252
Ch 8,http://66.103.204.107:5050/smart.php?id=ch8_pat&token=885252
GmmOne,http://66.103.204.107:5050/smart.php?id=gmmone_pat&token=885252
Mono,http://66.103.204.107:5050/smart.php?id=mono_pat&token=885252
Thairath,http://66.103.204.107:5050/smart.php?id=thairath_pat&token=885252
tpbs,http://66.103.204.107:5050/smart.php?id=tpbs_pat&token=885252
Workpoint,http://66.103.204.107:5050/smart.php?id=workpoint_pat&token=885252
Gmm Channel,http://66.103.204.107:5050/smart.php?id=gmmchannel_pat&token=885252
Nation,http://66.103.204.107:5050/smart.php?id=nation_pat&token=885252
Tnn24,http://66.103.204.107:5050/smart.php?id=tnn24_pat&token=885252
Nbt,http://66.103.204.107:5050/smart.php?id=nbt_pat&token=885252
New,http://66.103.204.107:5050/smart.php?id=new_pat&token=885252
TPTV,http://66.103.204.107:5050/smart.php?id=tptv_pat&token=885252
GPT-英国,#genre#
BBC 1,http://66.103.204.107:5050/smart.php?id=bbc1_antik&token=885252
BBC 2,http://66.103.204.107:5050/smart.php?id=bbc2_antik&token=885252
CBBC,http://66.103.204.107:5050/smart.php?id=cbbc_antik&token=885252
More4,http://66.103.204.107:5050/smart.php?id=more4_antik&token=885252
Freesports,http://66.103.204.107:5050/smart.php?id=freesports_antik&token=885252
Skynews,http://66.103.204.107:5050/smart.php?id=skynews_twn&token=885252
Pick TV,http://66.103.204.107:5050/smart.php?id=picktv_antik&token=885252
itv 1,http://66.103.204.107:5050/smart.php?id=itv1_antik&token=885252
itv 2,http://66.103.204.107:5050/smart.php?id=itv2_antik&token=885252
Euronews,http://66.103.204.107:5050/smart.php?id=euronews_antik&token=885252
Channel 4,http://66.103.204.107:5050/smart.php?id=channel4_antik&token=885252
NatGeo HD,http://66.103.204.107:5050/smart.php?id=Natgeo&token=885252
CBeebies,http://66.103.204.107:5050/smart.php?id=Cbeebies&token=885252
History,http://66.103.204.107:5050/smart.php?id=History&token=885252
Kids TV,http://66.103.204.107:5050/smart.php?id=KidsTV&token=885252
France 24,http://66.103.204.107:5050/smart.php?id=france24_twn&token=885252
DW (Deutsch),http://66.103.204.107:5050/smart.php?id=dw_twn&token=885252
BBC Earth HD,http://66.103.204.107:5050/smart.php?id=bbcearth_twn&token=885252
BBC Earth Lifestyle,http://66.103.204.107:5050/smart.php?id=bbclifestyle_twn&token=885252
MTV Live,http://66.103.204.107:5050/smart.php?id=mtvhd_twn&token=885252
Star Movies HD,http://66.103.204.107:5050/smart.php?id=starmovies_raj&token=885252
NHK World,http://66.103.204.107:5050/smart.php?id=nhkworld_japan&token=885252
Warner TV,http://66.103.204.107:5050/smart.php?id=WarnerTV&token=885252
HBO HD,http://66.103.204.107:5050/smart.php?id=Hbo&token=885252
NatGeo Wild HD,http://66.103.204.107:5050/smart.php?id=Natgeowild&token=885252
Nickelodeon,http://66.103.204.107:5050/smart.php?id=Nickelodeon&token=885252
Nick Jr,http://66.103.204.107:5050/smart.php?id=Nickjr&token=885252
Thrill,http://66.103.204.107:5050/smart.php?id=Thrill&token=885252
CGTN,http://66.103.204.107:5050/smart.php?id=CGTN&token=885252
Hits Movie,http://66.103.204.107:5050/smart.php?id=Hitsmovie&token=885252
Animal Planet (Eng),http://66.103.204.107:5050/smart.php?id=AnimalPlanet&token=885252
CNBC,http://66.103.204.107:5050/smart.php?id=cnbc_twn&token=885252
TLC,http://66.103.204.107:5050/smart.php?id=Tlc&token=885252
BBC World News,http://66.103.204.107:5050/smart.php?id=bbcworldnews_antik&token=885252
HGTV,http://66.103.204.107:5050/smart.php?id=HGTV&token=885252
Axn HD,http://66.103.204.107:5050/smart.php?id=Axn&token=885252
Skysports F1,http://66.103.204.107:5050/smart.php?id=tiankongf1&token=885252
Skysports Cricket,http://66.103.204.107:5050/smart.php?id=tiankongcricket&token=885252
Bloomberg News,http://66.103.204.107:5050/smart.php?id=bloomberg_twn&token=885252
Skysports EPL,http://66.103.204.107:5050/smart.php?id=tiankongepl&token=885252
Skysports Main Event,http://66.103.204.107:5050/smart.php?id=tiankongmain&token=885252
Skysports News,http://66.103.204.107:5050/smart.php?id=tiankongnews&token=885252
Al-Jazeera,http://66.103.204.107:5050/smart.php?id=aljazeera_twn&token=885252
大人台,#genre#
完美,https://ppt.cc/fgXIWx
松1,https://ppt.cc/fEFVsx
松2,https://ppt.cc/fOaEIx
驚豔,https://ppt.cc/fmpKVx
驚艷,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/85.ts
潘朵拉完美,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/86.ts
松視1台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/88.ts
松視2台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/89.ts
松視3台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/90.ts
驚艷,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/85.ts
潘朵拉完美,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/86.ts
松視1台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/88.ts
松視2台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/89.ts
极限电影台(免翻),http://hls-pull-wicketpw.speedws.com/live/54chYry9vAWtsOExIxsLhxuUuFhuPFtkfPnibH3YsC6PAb5RfP.flv
极限电影台(梯子),https://z88.ubtvfans.com/live/rx2/405/edbcd09f2865ec906139ec4677a87d4e/index.m3u8
极限电影台(梯子),https://z88.ubtvfans.com/live/rx3/2909/e8831e8b236d26de96babfcb64ab28ad/index.m3u8
极限电影台(梯子),http://lc.aacalive.com:26789/i/ghjnvq5o/8c855fdf/index.m3u8
极限电影台(梯子),https://z88.ubtvfans.com/live/rx3/2909/b559f5319cf679f02c321cdd4dd9d88c/index.m3u8
彩虹E台(梯子),http://z88.ubtvfans.com/live/rx4/2935/b2216e8fc2323f8a0a275e7c62df8732/index.m3u8
彩虹E台(梯子),http://lc.aacalive.com:26789/i/ghjnvq5o/8c855daa/index.m3u8
彩虹K(梯子),https://z88.ubtvfans.com/live/rx2/415/6babc0f5085a850b99b33c0a22186200/index.m3u8
HAPPY(梯子),http://z88.ubtvfans.com/live/rx3/2908/bc0aa6ce3602ddcd50c5e522a53cb857/index.m3u8
Brazzers TV(梯子),http://z88.ubtvfans.com/live/rx4/3076/e9fb14dec2b1a56964a84ee20c1fc9e4/index.m3u8
奧視2台(梯子),http://125.227.210.55:8203/VideoInput/play.ts
香蕉台HD(梯子),https://z88.ubtvfans.com/live/rx3/2930/93c025a5c3be7d05709f0b84a89082ca/index.m3u8
驚艷台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/87.ts
驚艷台,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/85.ts
驚艷台,http://lc.aacalive.com:26789/i/ghjnvq5o/mdfdc123/index.m3u8
潘朵拉完美,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/86.ts
潘朵拉完美,http://z3.ubtvfans.com/live/rx3/410/66c109fb88bb7a37dc95ee016b973074/index.m3u8
潘朵拉完美,http://z88.ubtvfans.com/live/rx4/2932/0b07c2cd5bc42fdcffd64abab1f96e44/index.m3u8
松视1,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/88.ts
松视1,http://lc.aacalive.com:26789/i/ghjnvq5o/8c85giea/index.m3u8
松视1,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=TYoFnl&tk=EuWQIWwVA7n1
松视2,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/89.ts
松视2,http://lc.aacalive.com:26789/i/ghjnvq5o/8c85fsaf/index.m3u8
松视2,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=HU6ied&tk=EuWQIWwVA7n1
松視3,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/90.ts
松視3,https://z88.ubtvfans.com/live/rx2/404/d4cddf5dd02c52c1eced8dd7f0b2ccb0/index.m3u8
